csv_path,column_name,unit,description
"csv\ul_pusch_trials.csv","BSAntennaSpacingV_lambda","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","BSAntennaPolarization","index","Protocol/table index."
"csv\ul_pusch_trials.csv","BSAntennaAzimuth_deg","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","BSAntennaNumPorts","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","BSAntennaHasPhasedArrayObject","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaArrayClass","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaElementClass","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaArrayType","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaRows","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaCols","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaElements","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaSpacingH_lambda","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaSpacingV_lambda","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaPolarization","index","Protocol/table index."
"csv\ul_pusch_trials.csv","UEAntennaHeading_deg","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaNumPorts","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","UEAntennaHasPhasedArrayObject","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","AntennaConfigSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","RuntimeAntennaObjectSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","AntennaRuntimeObjectCreated","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelArrayModel","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelObjectSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelObjectClass","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelArrayHandlingStatus","us","Time duration in microseconds."
"csv\ul_pusch_trials.csv","ChannelArrayHandlingBlocker","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelGeometryCouplingLevel","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","GeometryAdapterType","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","GeometryAdapterSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","GeometryAdapterLimitation","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","GeometryAdapterPortMapping","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelUsesCountOnlyAntennaModel","count","Count."
"csv\ul_pusch_trials.csv","ChannelUsesSameRuntimeAntennaAssumptions","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","InterferenceChannelObjectSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","InterferenceChannelObjectClass","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","InterferenceChannelArrayHandlingStatus","us","Time duration in microseconds."
"csv\ul_pusch_trials.csv","InterferenceChannelArrayHandlingBlocker","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","InterferenceUsesSameRuntimeAntennaAssumptions","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","InterferencePathUsesSameArrayAssumptions","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","PropagationDistance_m","m","Distance in meters."
"csv\ul_pusch_trials.csv","GeometricPropagationDelay_s","index","Protocol/table index."
"csv\ul_pusch_trials.csv","DominantPathDelay_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelFilterDelay_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","PropagationDelay_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToD_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToA_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToAEstimate_s","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToDSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToASource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ToAEstimateSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","ChannelDelaySource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","AntennaGeometrySource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","RuntimeTraceSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","AntennaEvidenceSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","SameFlowEvidenceSource","unknown","Unit not classified by catalogue."
"csv\ul_pusch_trials.csv","RawTimingEstimate_samples","samples","Discrete sample count or offset."
"csv\ul_pusch_trials.csv","RuntimeMaterializationStatus","us","Time duration in microseconds."
"csv\ul_pusch_trials.csv","RuntimeEvidenceSource","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_artifact_schema.csv","ArtifactId","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_artifact_schema.csv","FilePath","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_artifact_schema.csv","FolderFamily","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_artifact_schema.csv","SemanticRole","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_artifact_schema.csv","MachineReadable","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_failures.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_failures.csv","FailureIndex","index","Protocol/table index."
"reports\csv\dl_pdsch_objective_failures.csv","FailureCode","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_failures.csv","FailureCategory","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_objective_failures.csv","FailureSeverity","index","Protocol/table index."
"reports\csv\dl_pdsch_objective_failures.csv","RequiredFailureCountContribution","index","Protocol/table index."
"reports\csv\dl_pdsch_objective_failures.csv","FailureDefinition","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ProducerModule","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","StrictMode","index","Protocol/table index."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","TrialCount","index","Protocol/table index."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","PositiveTrialCount","index","Protocol/table index."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","TBAttemptCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","NewDataTBAttemptCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RetransmissionAttemptCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveEligibleRowCount","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","TBCrcPassCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","TBCrcFailCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","MissingTBCrcCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawBLER","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawNewDataBLER","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","BitErrors","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","BitsCompared","bits","Bit count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawBERWeighted","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawBERUnweighted","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","CodeBlockErrorCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","CodeBlockCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","DecoderFailureCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","HighSNRPositivePassCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","OutageRowCount","count","Count."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveEvaluationScope","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveTrialCount","index","Protocol/table index."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveBLER","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveBERWeighted","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectiveDecodeSuccessRate","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawBLERObjectiveThreshold","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RawBERObjectiveThreshold","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RequiredDecodeSuccessRate","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","DecodeSuccessRate","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RequiredConfiguredMatchRate","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ConfiguredEffectiveMatchRate","ratio","Unitless ratio/probability."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","RunClass","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","FixedAnchorMode","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","AdaptiveMode","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","GrantBindingRequired","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","MIMOReferenceRequired","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ChannelRFReferenceRequired","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ObjectivePass","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ScenarioObjectiveOk","index","Protocol/table index."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","ResultOk","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","TruthStatus","us","Time duration in microseconds."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\dl_pdsch_raw_bler_ber_objective.csv","SourceTable","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","UEIndex","index","Protocol/table index."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","RNTI","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","PacketId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","ApplicationPacketId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","FlowId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","EnqueueFrame","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","EnqueueSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","EnqueueCanonicalSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","EnqueueSlotInFrame","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","EnqueueTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","OfferedBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","ScheduledBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","DeliveredBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","RemainingBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","SegmentCount","count","Count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","HARQAttemptCount","count","Count."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","FirstGrantSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","FirstGrantTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","ReassemblyCompleteFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","DeliverySuccess","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","PacketizationSource","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","TimingStatus","us","Time duration in microseconds."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_application_packet_delivery_ledger_dl.csv","Notes","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","UEIndex","index","Protocol/table index."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","RNTI","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","PacketId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","ApplicationPacketId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","FlowId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","EnqueueFrame","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","EnqueueSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","EnqueueCanonicalSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","EnqueueSlotInFrame","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","EnqueueTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","OfferedBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","ScheduledBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","DeliveredBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","RemainingBits","bits","Bit count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","SegmentCount","count","Count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","HARQAttemptCount","count","Count."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","FirstGrantSlot","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","FirstGrantTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","ReassemblyCompleteFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","DeliverySuccess","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","PacketizationSource","unknown","Unit not classified by catalogue."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","TimingStatus","us","Time duration in microseconds."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_application_packet_delivery_ledger_ul.csv","Notes","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","KPIName","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","SourceTablePath","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","SourceDirection","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","RowsWithExpectedDirection","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","RowsWithWrongDirection","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","CrossDirectionSourceUsed","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","SourceRowsHash","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","OppositeDirectionRowsHash","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","HashCollisionOrCopySuspected","unknown","Unit not classified by catalogue."
"reports\csv\kpi_direction_isolation_audit.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_direction_isolation_audit.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","DurationSource","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","SlotCount","count","Count."
"reports\csv\kpi_duration_source_audit.csv","RadioDurationSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","ScheduledResourceExposureSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","MeasurementWindowSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","WarmupDurationSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","AggregationDurationSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","WallClockUsedForRadioThroughput","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","Pass","unknown","Unit not classified by catalogue."
"reports\csv\kpi_duration_source_audit.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_duration_source_audit.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","KPIName","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","Layer","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","Units","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","NumeratorDefinition","count","Count."
"reports\csv\kpi_formula_registry.csv","DenominatorDefinition","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","TimeWindowDefinition","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","RequiredSourceTables","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","RequiredColumns","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","FilterPredicate","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","DuplicateHandling","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","HARQHandling","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","FailedTBHandling","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","MissingRowBehavior","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","ProxyRowBehavior","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","RoundingPolicy","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","Tolerance","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","StrictAllowed","index","Protocol/table index."
"reports\csv\kpi_formula_registry.csv","FormulaVersion","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","ProducerModule","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","FormulaEquation","unknown","Unit not classified by catalogue."
"reports\csv\kpi_formula_registry.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_harq_delivery_trace_dl.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","UEId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","TransportBlockId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","Codeword","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","HARQProcessId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","AttemptIndex","index","Protocol/table index."
"reports\csv\kpi_harq_delivery_trace_dl.csv","RV","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","NDI","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","NewDataFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","RetransmissionFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","ScheduleTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","AttemptStartTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","AttemptEndTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","ScheduledBits","bits","Bit count."
"reports\csv\kpi_harq_delivery_trace_dl.csv","TBCrcPass","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","DeliveredThisAttempt","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","FirstSuccessDelivery","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","DuplicateDelivery","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","CountedGoodputBits","bits","Bit count."
"reports\csv\kpi_harq_delivery_trace_dl.csv","ScheduledResourceExposureSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","MeasurementWindowSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_dl.csv","DeliveryStatus","us","Time duration in microseconds."
"reports\csv\kpi_harq_delivery_trace_dl.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_harq_delivery_trace_dl.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","UEId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","TransportBlockId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","Codeword","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","HARQProcessId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","AttemptIndex","index","Protocol/table index."
"reports\csv\kpi_harq_delivery_trace_ul.csv","RV","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","NDI","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","NewDataFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","RetransmissionFlag","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","ScheduleTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","AttemptStartTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","AttemptEndTime_s","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","ScheduledBits","bits","Bit count."
"reports\csv\kpi_harq_delivery_trace_ul.csv","TBCrcPass","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","DeliveredThisAttempt","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","FirstSuccessDelivery","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","DuplicateDelivery","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","CountedGoodputBits","bits","Bit count."
"reports\csv\kpi_harq_delivery_trace_ul.csv","ScheduledResourceExposureSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","MeasurementWindowSec","unknown","Unit not classified by catalogue."
"reports\csv\kpi_harq_delivery_trace_ul.csv","DeliveryStatus","us","Time duration in microseconds."
"reports\csv\kpi_harq_delivery_trace_ul.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_harq_delivery_trace_ul.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\kpi_known_bug_regression.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_known_bug_regression.csv","RegressionCase","unknown","Unit not classified by catalogue."
"reports\csv\kpi_known_bug_regression.csv","DLRawValueMbps","Mbps","Megabits per second."
"reports\csv\kpi_known_bug_regression.csv","ULRawValueMbps","Mbps","Megabits per second."
"reports\csv\kpi_known_bug_regression.csv","BadExportedULValueMbps","Mbps","Megabits per second."
"reports\csv\kpi_known_bug_regression.csv","CorrectExportedULValueMbps","Mbps","Megabits per second."
"reports\csv\kpi_known_bug_regression.csv","BugDetected","unknown","Unit not classified by catalogue."
"reports\csv\kpi_known_bug_regression.csv","BugPrevented","unknown","Unit not classified by catalogue."
"reports\csv\kpi_known_bug_regression.csv","Status","us","Time duration in microseconds."
"reports\csv\kpi_known_bug_regression.csv","FailureReason","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","RunId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","LegacyAliasName","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","KPIName","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","Direction","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","Layer","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","FormulaId","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","FormulaVersion","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","AliasValue","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","CanonicalValue","unknown","Unit not classified by catalogue."
"reports\csv\kpi_legacy_alias_map.csv","Equal","unknown","Unit not classified by catalogue."
