ArrayID,ElementIndex0,X_m,Y_m,Z_m,Polarization,LogicalPort,PhysicalElement,Status
"ARR-0734",4,0,0,0.5,"co-polar",4,4,"PASS"
"ARR-0734",5,0,0.5,0.5,"co-polar",5,5,"PASS"
"ARR-0734",6,0,1,0.5,"co-polar",6,6,"PASS"
"ARR-0734",7,0,1.5,0.5,"co-polar",7,7,"PASS"
"ARR-0734",8,0,0,1,"co-polar",8,8,"PASS"
"ARR-0734",9,0,0.5,1,"co-polar",9,9,"PASS"
"ARR-0734",10,0,1,1,"co-polar",10,10,"PASS"
"ARR-0734",11,0,1.5,1,"co-polar",11,11,"PASS"
"ARR-0734",12,0,0,1.5,"co-polar",12,12,"PASS"
"ARR-0734",13,0,0.5,1.5,"co-polar",13,13,"PASS"
"ARR-0734",14,0,1,1.5,"co-polar",14,14,"PASS"
"ARR-0734",15,0,1.5,1.5,"co-polar",15,15,"PASS"
"ARR-0735",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0735",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0735",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0735",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0735",4,0,0,0.5,"co-polar",4,4,"PASS"
"ARR-0735",5,0,0.5,0.5,"co-polar",5,5,"PASS"
"ARR-0735",6,0,1,0.5,"co-polar",6,6,"PASS"
"ARR-0735",7,0,1.5,0.5,"co-polar",7,7,"PASS"
"ARR-0735",8,0,0,1,"co-polar",8,8,"PASS"
"ARR-0735",9,0,0.5,1,"co-polar",9,9,"PASS"
"ARR-0735",10,0,1,1,"co-polar",10,10,"PASS"
"ARR-0735",11,0,1.5,1,"co-polar",11,11,"PASS"
"ARR-0735",12,0,0,1.5,"co-polar",12,12,"PASS"
"ARR-0735",13,0,0.5,1.5,"co-polar",13,13,"PASS"
"ARR-0735",14,0,1,1.5,"co-polar",14,14,"PASS"
"ARR-0735",15,0,1.5,1.5,"co-polar",15,15,"PASS"
"ARR-0736",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0736",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0736",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0736",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0736",4,0,0,0.5,"co-polar",4,4,"PASS"
"ARR-0736",5,0,0.5,0.5,"co-polar",5,5,"PASS"
"ARR-0736",6,0,1,0.5,"co-polar",6,6,"PASS"
"ARR-0736",7,0,1.5,0.5,"co-polar",7,7,"PASS"
"ARR-0736",8,0,0,1,"co-polar",8,8,"PASS"
"ARR-0736",9,0,0.5,1,"co-polar",9,9,"PASS"
"ARR-0736",10,0,1,1,"co-polar",10,10,"PASS"
"ARR-0736",11,0,1.5,1,"co-polar",11,11,"PASS"
"ARR-0736",12,0,0,1.5,"co-polar",12,12,"PASS"
"ARR-0736",13,0,0.5,1.5,"co-polar",13,13,"PASS"
"ARR-0736",14,0,1,1.5,"co-polar",14,14,"PASS"
"ARR-0736",15,0,1.5,1.5,"co-polar",15,15,"PASS"
"ARR-0737",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0737",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0737",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0737",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0737",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0737",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0737",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0737",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0737",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0737",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0737",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0737",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0737",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0737",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0737",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0737",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0737",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0737",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0737",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0737",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0737",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0737",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0737",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0737",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0737",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0737",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0737",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0737",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0737",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0737",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0737",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0737",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0737",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0737",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0737",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0737",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0737",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0737",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0737",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0737",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0737",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0737",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0737",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0737",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0737",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0737",45,0,2.5,2.5,"co-polar",45,45,"PASS"
"ARR-0737",46,0,3,2.5,"co-polar",46,46,"PASS"
"ARR-0737",47,0,3.5,2.5,"co-polar",47,47,"PASS"
"ARR-0737",48,0,0,3,"co-polar",48,48,"PASS"
"ARR-0737",49,0,0.5,3,"co-polar",49,49,"PASS"
"ARR-0737",50,0,1,3,"co-polar",50,50,"PASS"
"ARR-0737",51,0,1.5,3,"co-polar",51,51,"PASS"
"ARR-0737",52,0,2,3,"co-polar",52,52,"PASS"
"ARR-0737",53,0,2.5,3,"co-polar",53,53,"PASS"
"ARR-0737",54,0,3,3,"co-polar",54,54,"PASS"
"ARR-0737",55,0,3.5,3,"co-polar",55,55,"PASS"
"ARR-0737",56,0,0,3.5,"co-polar",56,56,"PASS"
"ARR-0737",57,0,0.5,3.5,"co-polar",57,57,"PASS"
"ARR-0737",58,0,1,3.5,"co-polar",58,58,"PASS"
"ARR-0737",59,0,1.5,3.5,"co-polar",59,59,"PASS"
"ARR-0737",60,0,2,3.5,"co-polar",60,60,"PASS"
"ARR-0737",61,0,2.5,3.5,"co-polar",61,61,"PASS"
"ARR-0737",62,0,3,3.5,"co-polar",62,62,"PASS"
"ARR-0737",63,0,3.5,3.5,"co-polar",63,63,"PASS"
"ARR-0738",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0738",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0738",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0738",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0738",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0738",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0738",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0738",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0738",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0738",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0738",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0738",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0738",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0738",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0738",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0738",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0738",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0738",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0738",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0738",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0738",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0738",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0738",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0738",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0738",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0738",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0738",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0738",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0738",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0738",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0738",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0738",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0738",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0738",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0738",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0738",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0738",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0738",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0738",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0738",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0738",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0738",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0738",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0738",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0738",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0738",45,0,2.5,2.5,"co-polar",45,45,"PASS"
"ARR-0738",46,0,3,2.5,"co-polar",46,46,"PASS"
"ARR-0738",47,0,3.5,2.5,"co-polar",47,47,"PASS"
"ARR-0738",48,0,0,3,"co-polar",48,48,"PASS"
"ARR-0738",49,0,0.5,3,"co-polar",49,49,"PASS"
"ARR-0738",50,0,1,3,"co-polar",50,50,"PASS"
"ARR-0738",51,0,1.5,3,"co-polar",51,51,"PASS"
"ARR-0738",52,0,2,3,"co-polar",52,52,"PASS"
"ARR-0738",53,0,2.5,3,"co-polar",53,53,"PASS"
"ARR-0738",54,0,3,3,"co-polar",54,54,"PASS"
"ARR-0738",55,0,3.5,3,"co-polar",55,55,"PASS"
"ARR-0738",56,0,0,3.5,"co-polar",56,56,"PASS"
"ARR-0738",57,0,0.5,3.5,"co-polar",57,57,"PASS"
"ARR-0738",58,0,1,3.5,"co-polar",58,58,"PASS"
"ARR-0738",59,0,1.5,3.5,"co-polar",59,59,"PASS"
"ARR-0738",60,0,2,3.5,"co-polar",60,60,"PASS"
"ARR-0738",61,0,2.5,3.5,"co-polar",61,61,"PASS"
"ARR-0738",62,0,3,3.5,"co-polar",62,62,"PASS"
"ARR-0738",63,0,3.5,3.5,"co-polar",63,63,"PASS"
"ARR-0739",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0739",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0739",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0739",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0739",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0739",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0739",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0739",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0739",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0739",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0739",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0739",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0739",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0739",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0739",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0739",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0739",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0739",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0739",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0739",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0739",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0739",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0739",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0739",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0739",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0739",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0739",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0739",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0739",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0739",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0739",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0739",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0739",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0739",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0739",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0739",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0739",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0739",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0739",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0739",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0739",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0739",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0739",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0739",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0739",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0739",45,0,2.5,2.5,"co-polar",45,45,"PASS"
"ARR-0739",46,0,3,2.5,"co-polar",46,46,"PASS"
"ARR-0739",47,0,3.5,2.5,"co-polar",47,47,"PASS"
"ARR-0739",48,0,0,3,"co-polar",48,48,"PASS"
"ARR-0739",49,0,0.5,3,"co-polar",49,49,"PASS"
"ARR-0739",50,0,1,3,"co-polar",50,50,"PASS"
"ARR-0739",51,0,1.5,3,"co-polar",51,51,"PASS"
"ARR-0739",52,0,2,3,"co-polar",52,52,"PASS"
"ARR-0739",53,0,2.5,3,"co-polar",53,53,"PASS"
"ARR-0739",54,0,3,3,"co-polar",54,54,"PASS"
"ARR-0739",55,0,3.5,3,"co-polar",55,55,"PASS"
"ARR-0739",56,0,0,3.5,"co-polar",56,56,"PASS"
"ARR-0739",57,0,0.5,3.5,"co-polar",57,57,"PASS"
"ARR-0739",58,0,1,3.5,"co-polar",58,58,"PASS"
"ARR-0739",59,0,1.5,3.5,"co-polar",59,59,"PASS"
"ARR-0739",60,0,2,3.5,"co-polar",60,60,"PASS"
"ARR-0739",61,0,2.5,3.5,"co-polar",61,61,"PASS"
"ARR-0739",62,0,3,3.5,"co-polar",62,62,"PASS"
"ARR-0739",63,0,3.5,3.5,"co-polar",63,63,"PASS"
"ARR-0740",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0740",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0740",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0740",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0740",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0740",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0740",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0740",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0740",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0740",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0740",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0740",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0740",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0740",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0740",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0740",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0740",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0740",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0740",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0740",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0740",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0740",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0740",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0740",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0740",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0740",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0740",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0740",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0740",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0740",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0740",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0740",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0740",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0740",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0740",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0740",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0740",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0740",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0740",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0740",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0740",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0740",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0740",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0740",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0740",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0740",45,0,2.5,2.5,"co-polar",45,45,"PASS"
"ARR-0740",46,0,3,2.5,"co-polar",46,46,"PASS"
"ARR-0740",47,0,3.5,2.5,"co-polar",47,47,"PASS"
"ARR-0740",48,0,0,3,"co-polar",48,48,"PASS"
"ARR-0740",49,0,0.5,3,"co-polar",49,49,"PASS"
"ARR-0740",50,0,1,3,"co-polar",50,50,"PASS"
"ARR-0740",51,0,1.5,3,"co-polar",51,51,"PASS"
"ARR-0740",52,0,2,3,"co-polar",52,52,"PASS"
"ARR-0740",53,0,2.5,3,"co-polar",53,53,"PASS"
"ARR-0740",54,0,3,3,"co-polar",54,54,"PASS"
"ARR-0740",55,0,3.5,3,"co-polar",55,55,"PASS"
"ARR-0740",56,0,0,3.5,"co-polar",56,56,"PASS"
"ARR-0740",57,0,0.5,3.5,"co-polar",57,57,"PASS"
"ARR-0740",58,0,1,3.5,"co-polar",58,58,"PASS"
"ARR-0740",59,0,1.5,3.5,"co-polar",59,59,"PASS"
"ARR-0740",60,0,2,3.5,"co-polar",60,60,"PASS"
"ARR-0740",61,0,2.5,3.5,"co-polar",61,61,"PASS"
"ARR-0740",62,0,3,3.5,"co-polar",62,62,"PASS"
"ARR-0740",63,0,3.5,3.5,"co-polar",63,63,"PASS"
"ARR-0741",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0741",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0741",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0741",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0741",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0741",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0741",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0741",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0741",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0741",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0741",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0741",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0741",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0741",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0741",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0741",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0741",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0741",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0741",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0741",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0741",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0741",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0741",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0741",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0741",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0741",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0741",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0741",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0741",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0741",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0741",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0741",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0741",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0741",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0741",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0741",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0741",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0741",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0741",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0741",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0741",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0741",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0741",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0741",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0741",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0741",45,0,2.5,2.5,"co-polar",45,45,"PASS"
"ARR-0741",46,0,3,2.5,"co-polar",46,46,"PASS"
"ARR-0741",47,0,3.5,2.5,"co-polar",47,47,"PASS"
"ARR-0741",48,0,0,3,"co-polar",48,48,"PASS"
"ARR-0741",49,0,0.5,3,"co-polar",49,49,"PASS"
"ARR-0741",50,0,1,3,"co-polar",50,50,"PASS"
"ARR-0741",51,0,1.5,3,"co-polar",51,51,"PASS"
"ARR-0741",52,0,2,3,"co-polar",52,52,"PASS"
"ARR-0741",53,0,2.5,3,"co-polar",53,53,"PASS"
"ARR-0741",54,0,3,3,"co-polar",54,54,"PASS"
"ARR-0741",55,0,3.5,3,"co-polar",55,55,"PASS"
"ARR-0741",56,0,0,3.5,"co-polar",56,56,"PASS"
"ARR-0741",57,0,0.5,3.5,"co-polar",57,57,"PASS"
"ARR-0741",58,0,1,3.5,"co-polar",58,58,"PASS"
"ARR-0741",59,0,1.5,3.5,"co-polar",59,59,"PASS"
"ARR-0741",60,0,2,3.5,"co-polar",60,60,"PASS"
"ARR-0741",61,0,2.5,3.5,"co-polar",61,61,"PASS"
"ARR-0741",62,0,3,3.5,"co-polar",62,62,"PASS"
"ARR-0741",63,0,3.5,3.5,"co-polar",63,63,"PASS"
"ARR-0742",0,0,0,0,"co-polar",0,0,"PASS"
"ARR-0742",1,0,0.5,0,"co-polar",1,1,"PASS"
"ARR-0742",2,0,1,0,"co-polar",2,2,"PASS"
"ARR-0742",3,0,1.5,0,"co-polar",3,3,"PASS"
"ARR-0742",4,0,2,0,"co-polar",4,4,"PASS"
"ARR-0742",5,0,2.5,0,"co-polar",5,5,"PASS"
"ARR-0742",6,0,3,0,"co-polar",6,6,"PASS"
"ARR-0742",7,0,3.5,0,"co-polar",7,7,"PASS"
"ARR-0742",8,0,0,0.5,"co-polar",8,8,"PASS"
"ARR-0742",9,0,0.5,0.5,"co-polar",9,9,"PASS"
"ARR-0742",10,0,1,0.5,"co-polar",10,10,"PASS"
"ARR-0742",11,0,1.5,0.5,"co-polar",11,11,"PASS"
"ARR-0742",12,0,2,0.5,"co-polar",12,12,"PASS"
"ARR-0742",13,0,2.5,0.5,"co-polar",13,13,"PASS"
"ARR-0742",14,0,3,0.5,"co-polar",14,14,"PASS"
"ARR-0742",15,0,3.5,0.5,"co-polar",15,15,"PASS"
"ARR-0742",16,0,0,1,"co-polar",16,16,"PASS"
"ARR-0742",17,0,0.5,1,"co-polar",17,17,"PASS"
"ARR-0742",18,0,1,1,"co-polar",18,18,"PASS"
"ARR-0742",19,0,1.5,1,"co-polar",19,19,"PASS"
"ARR-0742",20,0,2,1,"co-polar",20,20,"PASS"
"ARR-0742",21,0,2.5,1,"co-polar",21,21,"PASS"
"ARR-0742",22,0,3,1,"co-polar",22,22,"PASS"
"ARR-0742",23,0,3.5,1,"co-polar",23,23,"PASS"
"ARR-0742",24,0,0,1.5,"co-polar",24,24,"PASS"
"ARR-0742",25,0,0.5,1.5,"co-polar",25,25,"PASS"
"ARR-0742",26,0,1,1.5,"co-polar",26,26,"PASS"
"ARR-0742",27,0,1.5,1.5,"co-polar",27,27,"PASS"
"ARR-0742",28,0,2,1.5,"co-polar",28,28,"PASS"
"ARR-0742",29,0,2.5,1.5,"co-polar",29,29,"PASS"
"ARR-0742",30,0,3,1.5,"co-polar",30,30,"PASS"
"ARR-0742",31,0,3.5,1.5,"co-polar",31,31,"PASS"
"ARR-0742",32,0,0,2,"co-polar",32,32,"PASS"
"ARR-0742",33,0,0.5,2,"co-polar",33,33,"PASS"
"ARR-0742",34,0,1,2,"co-polar",34,34,"PASS"
"ARR-0742",35,0,1.5,2,"co-polar",35,35,"PASS"
"ARR-0742",36,0,2,2,"co-polar",36,36,"PASS"
"ARR-0742",37,0,2.5,2,"co-polar",37,37,"PASS"
"ARR-0742",38,0,3,2,"co-polar",38,38,"PASS"
"ARR-0742",39,0,3.5,2,"co-polar",39,39,"PASS"
"ARR-0742",40,0,0,2.5,"co-polar",40,40,"PASS"
"ARR-0742",41,0,0.5,2.5,"co-polar",41,41,"PASS"
"ARR-0742",42,0,1,2.5,"co-polar",42,42,"PASS"
"ARR-0742",43,0,1.5,2.5,"co-polar",43,43,"PASS"
"ARR-0742",44,0,2,2.5,"co-polar",44,44,"PASS"
"ARR-0742",45,0,2.5,2.5,"co-polar",45,45,"PASS"
