ExperimentID,FamilyID,PairID,Arm,Seed,TrialIndex,Metric,Value,Status
F52-P01-B,F52,F52-P01,BASELINE,11,1,evm_pct,1.29195173483207e-14,PASS
F52-P01-T,F52,F52-P01,TREATMENT,11,1,evm_pct,0.299999999999994,PASS
F52-P02-B,F52,F52-P02,BASELINE,23,2,evm_pct,1.76998475780723e-14,PASS
F52-P02-T,F52,F52-P02,TREATMENT,23,2,evm_pct,0.299999999999993,PASS
F52-P03-B,F52,F52-P03,BASELINE,47,3,evm_pct,1.39700000369091e-14,PASS
F52-P03-T,F52,F52-P03,TREATMENT,47,3,evm_pct,0.299999999999992,PASS
F52-P04-B,F52,F52-P04,BASELINE,89,4,evm_pct,1.49468349007045e-14,PASS
F52-P04-T,F52,F52-P04,TREATMENT,89,4,evm_pct,0.299999999999991,PASS
F52-P05-B,F52,F52-P05,BASELINE,131,5,evm_pct,1.52023548612203e-14,PASS
F52-P05-T,F52,F52-P05,TREATMENT,131,5,evm_pct,0.299999999999992,PASS
F52-P06-B,F52,F52-P06,BASELINE,197,6,evm_pct,1.42430551781838e-14,PASS
F52-P06-T,F52,F52-P06,TREATMENT,197,6,evm_pct,0.299999999999991,PASS
F53-P01-B,F53,F53-P01,BASELINE,11,1,evm_pct,1.29195173483207e-14,PASS
F53-P01-T,F53,F53-P01,TREATMENT,11,1,evm_pct,0.200000000000006,PASS
F53-P02-B,F53,F53-P02,BASELINE,23,2,evm_pct,1.76998475780723e-14,PASS
F53-P02-T,F53,F53-P02,TREATMENT,23,2,evm_pct,0.200000000000006,PASS
F53-P03-B,F53,F53-P03,BASELINE,47,3,evm_pct,1.39700000369091e-14,PASS
F53-P03-T,F53,F53-P03,TREATMENT,47,3,evm_pct,0.200000000000009,PASS
F53-P04-B,F53,F53-P04,BASELINE,89,4,evm_pct,1.49468349007045e-14,PASS
F53-P04-T,F53,F53-P04,TREATMENT,89,4,evm_pct,0.200000000000004,PASS
F53-P05-B,F53,F53-P05,BASELINE,131,5,evm_pct,1.52023548612203e-14,PASS
F53-P05-T,F53,F53-P05,TREATMENT,131,5,evm_pct,0.200000000000007,PASS
F53-P06-B,F53,F53-P06,BASELINE,197,6,evm_pct,1.42430551781838e-14,PASS
F53-P06-T,F53,F53-P06,TREATMENT,197,6,evm_pct,0.200000000000009,PASS
F54-P01-B,F54,F54-P01,BASELINE,11,1,runtime_seconds,0.0024806,PASS
F54-P01-T,F54,F54-P01,TREATMENT,11,1,runtime_seconds,0.0016188,PASS
F54-P02-B,F54,F54-P02,BASELINE,23,2,runtime_seconds,0.001908,PASS
F54-P02-T,F54,F54-P02,TREATMENT,23,2,runtime_seconds,0.001615,PASS
F54-P03-B,F54,F54-P03,BASELINE,47,3,runtime_seconds,0.0022981,PASS
F54-P03-T,F54,F54-P03,TREATMENT,47,3,runtime_seconds,0.0014931,PASS
F54-P04-B,F54,F54-P04,BASELINE,89,4,runtime_seconds,0.0016073,PASS
F54-P04-T,F54,F54-P04,TREATMENT,89,4,runtime_seconds,0.0015785,PASS
F54-P05-B,F54,F54-P05,BASELINE,131,5,runtime_seconds,0.0014634,PASS
F54-P05-T,F54,F54-P05,TREATMENT,131,5,runtime_seconds,0.0014057,PASS
F54-P06-B,F54,F54-P06,BASELINE,197,6,runtime_seconds,0.0017611,PASS
F54-P06-T,F54,F54-P06,TREATMENT,197,6,runtime_seconds,0.0017889,PASS
F55-P01-B,F55,F55-P01,BASELINE,11,1,runtime_seconds,0.0016202,PASS
F55-P01-T,F55,F55-P01,TREATMENT,11,1,runtime_seconds,0.00157,PASS
F55-P02-B,F55,F55-P02,BASELINE,23,2,runtime_seconds,0.0015062,PASS
F55-P02-T,F55,F55-P02,TREATMENT,23,2,runtime_seconds,0.0015124,PASS
F55-P03-B,F55,F55-P03,BASELINE,47,3,runtime_seconds,0.0022872,PASS
F55-P03-T,F55,F55-P03,TREATMENT,47,3,runtime_seconds,0.0015555,PASS
F55-P04-B,F55,F55-P04,BASELINE,89,4,runtime_seconds,0.001425,PASS
F55-P04-T,F55,F55-P04,TREATMENT,89,4,runtime_seconds,0.0014344,PASS
F55-P05-B,F55,F55-P05,BASELINE,131,5,runtime_seconds,0.0015139,PASS
F55-P05-T,F55,F55-P05,TREATMENT,131,5,runtime_seconds,0.0017273,PASS
F55-P06-B,F55,F55-P06,BASELINE,197,6,runtime_seconds,0.001998,PASS
F55-P06-T,F55,F55-P06,TREATMENT,197,6,runtime_seconds,0.0016111,PASS
F56-P01-B,F56,F56-P01,BASELINE,11,1,waveform_digest_match,1,PASS
F56-P01-T,F56,F56-P01,TREATMENT,11,1,waveform_digest_match,0,PASS
F56-P02-B,F56,F56-P02,BASELINE,23,2,waveform_digest_match,1,PASS
F56-P02-T,F56,F56-P02,TREATMENT,23,2,waveform_digest_match,0,PASS
F56-P03-B,F56,F56-P03,BASELINE,47,3,waveform_digest_match,1,PASS
F56-P03-T,F56,F56-P03,TREATMENT,47,3,waveform_digest_match,0,PASS
F56-P04-B,F56,F56-P04,BASELINE,89,4,waveform_digest_match,1,PASS
F56-P04-T,F56,F56-P04,TREATMENT,89,4,waveform_digest_match,0,PASS
F56-P05-B,F56,F56-P05,BASELINE,131,5,waveform_digest_match,1,PASS
F56-P05-T,F56,F56-P05,TREATMENT,131,5,waveform_digest_match,0,PASS
F56-P06-B,F56,F56-P06,BASELINE,197,6,waveform_digest_match,1,PASS
F56-P06-T,F56,F56-P06,TREATMENT,197,6,waveform_digest_match,0,PASS
F57-P01-B,F57,F57-P01,BASELINE,11,1,runtime_seconds,0.0016239,PASS
F57-P01-T,F57,F57-P01,TREATMENT,11,1,runtime_seconds,0.0016915,PASS
F57-P02-B,F57,F57-P02,BASELINE,23,2,runtime_seconds,0.0015387,PASS
F57-P02-T,F57,F57-P02,TREATMENT,23,2,runtime_seconds,0.0022923,PASS
F57-P03-B,F57,F57-P03,BASELINE,47,3,runtime_seconds,0.0023242,PASS
F57-P03-T,F57,F57-P03,TREATMENT,47,3,runtime_seconds,0.0018264,PASS
F57-P04-B,F57,F57-P04,BASELINE,89,4,runtime_seconds,0.0013541,PASS
F57-P04-T,F57,F57-P04,TREATMENT,89,4,runtime_seconds,0.0020403,PASS
F57-P05-B,F57,F57-P05,BASELINE,131,5,runtime_seconds,0.0015833,PASS
F57-P05-T,F57,F57-P05,TREATMENT,131,5,runtime_seconds,0.0015697,PASS
F57-P06-B,F57,F57-P06,BASELINE,197,6,runtime_seconds,0.0015862,PASS
F57-P06-T,F57,F57-P06,TREATMENT,197,6,runtime_seconds,0.0018161,PASS
F58-P01-B,F58,F58-P01,BASELINE,11,1,runtime_seconds,0.0016751,PASS
F58-P01-T,F58,F58-P01,TREATMENT,11,1,runtime_seconds,0.0017967,PASS
F58-P02-B,F58,F58-P02,BASELINE,23,2,runtime_seconds,0.0015955,PASS
F58-P02-T,F58,F58-P02,TREATMENT,23,2,runtime_seconds,0.0015885,PASS
F58-P03-B,F58,F58-P03,BASELINE,47,3,runtime_seconds,0.0015901,PASS
F58-P03-T,F58,F58-P03,TREATMENT,47,3,runtime_seconds,0.0015274,PASS
F58-P04-B,F58,F58-P04,BASELINE,89,4,runtime_seconds,0.0014911,PASS
F58-P04-T,F58,F58-P04,TREATMENT,89,4,runtime_seconds,0.0017033,PASS
F58-P05-B,F58,F58-P05,BASELINE,131,5,runtime_seconds,0.0015466,PASS
F58-P05-T,F58,F58-P05,TREATMENT,131,5,runtime_seconds,0.0014231,PASS
F58-P06-B,F58,F58-P06,BASELINE,197,6,runtime_seconds,0.002067,PASS
F58-P06-T,F58,F58-P06,TREATMENT,197,6,runtime_seconds,0.0014675,PASS
F59-P01-B,F59,F59-P01,BASELINE,11,1,runtime_seconds,0.0014825,PASS
F59-P01-T,F59,F59-P01,TREATMENT,11,1,runtime_seconds,0.0096915,PASS
F59-P02-B,F59,F59-P02,BASELINE,23,2,runtime_seconds,0.0014618,PASS
F59-P02-T,F59,F59-P02,TREATMENT,23,2,runtime_seconds,0.0067435,PASS
F59-P03-B,F59,F59-P03,BASELINE,47,3,runtime_seconds,0.0015776,PASS
F59-P03-T,F59,F59-P03,TREATMENT,47,3,runtime_seconds,0.0053088,PASS
F59-P04-B,F59,F59-P04,BASELINE,89,4,runtime_seconds,0.0020557,PASS
F59-P04-T,F59,F59-P04,TREATMENT,89,4,runtime_seconds,0.005752,PASS
F59-P05-B,F59,F59-P05,BASELINE,131,5,runtime_seconds,0.0014539,PASS
F59-P05-T,F59,F59-P05,TREATMENT,131,5,runtime_seconds,0.0063324,PASS
F59-P06-B,F59,F59-P06,BASELINE,197,6,runtime_seconds,0.0014464,PASS
F59-P06-T,F59,F59-P06,TREATMENT,197,6,runtime_seconds,0.0049535,PASS
F60-P01-B,F60,F60-P01,BASELINE,11,1,planning_correct,1,PASS
F60-P01-T,F60,F60-P01,TREATMENT,11,1,planning_correct,1,PASS
F60-P02-B,F60,F60-P02,BASELINE,23,2,planning_correct,1,PASS
F60-P02-T,F60,F60-P02,TREATMENT,23,2,planning_correct,1,PASS
F60-P03-B,F60,F60-P03,BASELINE,47,3,planning_correct,1,PASS
F60-P03-T,F60,F60-P03,TREATMENT,47,3,planning_correct,1,PASS
F60-P04-B,F60,F60-P04,BASELINE,89,4,planning_correct,1,PASS
F60-P04-T,F60,F60-P04,TREATMENT,89,4,planning_correct,1,PASS
F60-P05-B,F60,F60-P05,BASELINE,131,5,planning_correct,1,PASS
F60-P05-T,F60,F60-P05,TREATMENT,131,5,planning_correct,1,PASS
F60-P06-B,F60,F60-P06,BASELINE,197,6,planning_correct,1,PASS
F60-P06-T,F60,F60-P06,TREATMENT,197,6,planning_correct,1,PASS
F61-P01-B,F61,F61-P01,BASELINE,11,1,planning_correct,1,PASS
F61-P01-T,F61,F61-P01,TREATMENT,11,1,planning_correct,1,PASS
F61-P02-B,F61,F61-P02,BASELINE,23,2,planning_correct,1,PASS
F61-P02-T,F61,F61-P02,TREATMENT,23,2,planning_correct,1,PASS
F61-P03-B,F61,F61-P03,BASELINE,47,3,planning_correct,1,PASS
F61-P03-T,F61,F61-P03,TREATMENT,47,3,planning_correct,1,PASS
F61-P04-B,F61,F61-P04,BASELINE,89,4,planning_correct,1,PASS
F61-P04-T,F61,F61-P04,TREATMENT,89,4,planning_correct,1,PASS
F61-P05-B,F61,F61-P05,BASELINE,131,5,planning_correct,1,PASS
F61-P05-T,F61,F61-P05,TREATMENT,131,5,planning_correct,1,PASS
F61-P06-B,F61,F61-P06,BASELINE,197,6,planning_correct,1,PASS
F61-P06-T,F61,F61-P06,TREATMENT,197,6,planning_correct,1,PASS
F62-P01-B,F62,F62-P01,BASELINE,11,1,planning_correct,1,PASS
F62-P01-T,F62,F62-P01,TREATMENT,11,1,planning_correct,1,PASS
F62-P02-B,F62,F62-P02,BASELINE,23,2,planning_correct,1,PASS
F62-P02-T,F62,F62-P02,TREATMENT,23,2,planning_correct,1,PASS
F62-P03-B,F62,F62-P03,BASELINE,47,3,planning_correct,1,PASS
F62-P03-T,F62,F62-P03,TREATMENT,47,3,planning_correct,1,PASS
F62-P04-B,F62,F62-P04,BASELINE,89,4,planning_correct,1,PASS
F62-P04-T,F62,F62-P04,TREATMENT,89,4,planning_correct,1,PASS
F62-P05-B,F62,F62-P05,BASELINE,131,5,planning_correct,1,PASS
F62-P05-T,F62,F62-P05,TREATMENT,131,5,planning_correct,1,PASS
F62-P06-B,F62,F62-P06,BASELINE,197,6,planning_correct,1,PASS
F62-P06-T,F62,F62-P06,TREATMENT,197,6,planning_correct,1,PASS
F63-P01-B,F63,F63-P01,BASELINE,11,1,planning_correct,1,PASS
F63-P01-T,F63,F63-P01,TREATMENT,11,1,planning_correct,1,PASS
F63-P02-B,F63,F63-P02,BASELINE,23,2,planning_correct,1,PASS
F63-P02-T,F63,F63-P02,TREATMENT,23,2,planning_correct,1,PASS
F63-P03-B,F63,F63-P03,BASELINE,47,3,planning_correct,1,PASS
F63-P03-T,F63,F63-P03,TREATMENT,47,3,planning_correct,1,PASS
F63-P04-B,F63,F63-P04,BASELINE,89,4,planning_correct,1,PASS
F63-P04-T,F63,F63-P04,TREATMENT,89,4,planning_correct,1,PASS
F63-P05-B,F63,F63-P05,BASELINE,131,5,planning_correct,1,PASS
F63-P05-T,F63,F63-P05,TREATMENT,131,5,planning_correct,1,PASS
F63-P06-B,F63,F63-P06,BASELINE,197,6,planning_correct,1,PASS
F63-P06-T,F63,F63-P06,TREATMENT,197,6,planning_correct,1,PASS
F64-P01-B,F64,F64-P01,BASELINE,11,1,planning_correct,1,PASS
F64-P01-T,F64,F64-P01,TREATMENT,11,1,planning_correct,1,PASS
F64-P02-B,F64,F64-P02,BASELINE,23,2,planning_correct,1,PASS
F64-P02-T,F64,F64-P02,TREATMENT,23,2,planning_correct,1,PASS
F64-P03-B,F64,F64-P03,BASELINE,47,3,planning_correct,1,PASS
F64-P03-T,F64,F64-P03,TREATMENT,47,3,planning_correct,1,PASS
F64-P04-B,F64,F64-P04,BASELINE,89,4,planning_correct,1,PASS
F64-P04-T,F64,F64-P04,TREATMENT,89,4,planning_correct,1,PASS
F64-P05-B,F64,F64-P05,BASELINE,131,5,planning_correct,1,PASS
F64-P05-T,F64,F64-P05,TREATMENT,131,5,planning_correct,1,PASS
F64-P06-B,F64,F64-P06,BASELINE,197,6,planning_correct,1,PASS
F64-P06-T,F64,F64-P06,TREATMENT,197,6,planning_correct,1,PASS
