ExperimentID,FamilyID,PairID,Variant,Seed,TrialID,Factor,FactorValue,Wave,DependencyState,Stage,Success,ErrorType,Latency_ms,Energy_mJ,Runtime_ms,PeakMemory_MB,Status
F25-P05-T,F25,F25-P05,treatment,131,trial-F25-P05-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,253.1559,3687.25390625,PASS
F25-P06-B,F25,F25-P06,baseline,197,trial-F25-P06-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.3278,3687.25390625,PASS
F25-P06-T,F25,F25-P06,treatment,197,trial-F25-P06-T,RestrictedSet,RestrictedSetTypeA,A,implemented_production_component,PRACH,1,,10,6.01437626682554e-08,247.7102,3687.25390625,PASS
F26-P01-B,F26,F26-P01,baseline,11,trial-F26-P01-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.2075,3687.25390625,PASS
F26-P01-T,F26,F26-P01,treatment,11,trial-F26-P01-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,347.2265,3687.25390625,PASS
F26-P02-B,F26,F26-P02,baseline,23,trial-F26-P02-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,104.341,3687.25390625,PASS
F26-P02-T,F26,F26-P02,treatment,23,trial-F26-P02-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,504.9227,3687.25390625,PASS
F26-P03-B,F26,F26-P03,baseline,47,trial-F26-P03-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,95.5464,3687.25390625,PASS
F26-P03-T,F26,F26-P03,treatment,47,trial-F26-P03-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,307.8803,3687.25390625,PASS
F26-P04-B,F26,F26-P04,baseline,89,trial-F26-P04-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,88.7658,3687.25390625,PASS
F26-P04-T,F26,F26-P04,treatment,89,trial-F26-P04-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,279.8915,3687.25390625,PASS
F26-P05-B,F26,F26-P05,baseline,131,trial-F26-P05-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.7352,3687.25390625,PASS
F26-P05-T,F26,F26-P05,treatment,131,trial-F26-P05-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,273.84,3688.25390625,PASS
F26-P06-B,F26,F26-P06,baseline,197,trial-F26-P06-B,RestrictedSet,UnrestrictedSet,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,83.2841,3688.25390625,PASS
F26-P06-T,F26,F26-P06,treatment,197,trial-F26-P06-T,RestrictedSet,RestrictedSetTypeB,A,implemented_production_component,PRACH,1,,10,6.01489980342524e-08,317.5172,3688.25390625,PASS
F27-P01-B,F27,F27-P01,baseline,11,trial-F27-P01-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,85.0302,3688.25390625,PASS
F27-P01-T,F27,F27-P01,treatment,11,trial-F27-P01-T,ZeroCorrelationZoneConfig,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.8001,3688.25390625,PASS
F27-P02-B,F27,F27-P02,baseline,23,trial-F27-P02-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.6198,3688.25390625,PASS
F27-P02-T,F27,F27-P02,treatment,23,trial-F27-P02-T,ZeroCorrelationZoneConfig,5,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.8523,3688.25390625,PASS
F27-P03-B,F27,F27-P03,baseline,47,trial-F27-P03-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.8421,3688.2578125,PASS
F27-P03-T,F27,F27-P03,treatment,47,trial-F27-P03-T,ZeroCorrelationZoneConfig,10,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,83.3665,3688.2578125,PASS
F27-P04-B,F27,F27-P04,baseline,89,trial-F27-P04-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.3571,3688.2578125,PASS
F27-P04-T,F27,F27-P04,treatment,89,trial-F27-P04-T,ZeroCorrelationZoneConfig,15,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.4274,3688.2578125,PASS
F27-P05-B,F27,F27-P05,baseline,131,trial-F27-P05-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.8263,3688.2578125,PASS
F27-P05-T,F27,F27-P05,treatment,131,trial-F27-P05-T,ZeroCorrelationZoneConfig,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.3633,3688.2578125,PASS
F27-P06-B,F27,F27-P06,baseline,197,trial-F27-P06-B,ZeroCorrelationZoneConfig,0,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.1433,3688.2578125,PASS
F27-P06-T,F27,F27-P06,treatment,197,trial-F27-P06-T,ZeroCorrelationZoneConfig,5,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,77.2065,3688.2578125,PASS
F28-P01-B,F28,F28-P01,baseline,11,trial-F28-P01-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,83.1258,3688.2578125,PASS
F28-P01-T,F28,F28-P01,treatment,11,trial-F28-P01-T,RootReuseFactor,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.1514,3688.2578125,PASS
F28-P02-B,F28,F28-P02,baseline,23,trial-F28-P02-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,90.8833,3688.2578125,PASS
F28-P02-T,F28,F28-P02,treatment,23,trial-F28-P02-T,RootReuseFactor,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,87.7108,3688.2578125,PASS
F28-P03-B,F28,F28-P03,baseline,47,trial-F28-P03-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.4665,3688.2578125,PASS
F28-P03-T,F28,F28-P03,treatment,47,trial-F28-P03-T,RootReuseFactor,8,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.6552,3688.2578125,PASS
F28-P04-B,F28,F28-P04,baseline,89,trial-F28-P04-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.934,3688.2578125,PASS
F28-P04-T,F28,F28-P04,treatment,89,trial-F28-P04-T,RootReuseFactor,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.0998,3688.2578125,PASS
F28-P05-B,F28,F28-P05,baseline,131,trial-F28-P05-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.3982,3688.2578125,PASS
F28-P05-T,F28,F28-P05,treatment,131,trial-F28-P05-T,RootReuseFactor,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.7114,3688.2578125,PASS
F28-P06-B,F28,F28-P06,baseline,197,trial-F28-P06-B,RootReuseFactor,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.6728,3688.2578125,PASS
F28-P06-T,F28,F28-P06,treatment,197,trial-F28-P06-T,RootReuseFactor,8,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.157,3688.2578125,PASS
F29-P01-B,F29,F29-P01,baseline,11,trial-F29-P01-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.6716,3688.2578125,PASS
F29-P01-T,F29,F29-P01,treatment,11,trial-F29-P01-T,Msg1FDM,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.8891,3688.2578125,PASS
F29-P02-B,F29,F29-P02,baseline,23,trial-F29-P02-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.5285,3688.2578125,PASS
F29-P02-T,F29,F29-P02,treatment,23,trial-F29-P02-T,Msg1FDM,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.8875,3688.2578125,PASS
F29-P03-B,F29,F29-P03,baseline,47,trial-F29-P03-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.9183,3688.2578125,PASS
F29-P03-T,F29,F29-P03,treatment,47,trial-F29-P03-T,Msg1FDM,8,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,77.5776,3688.2578125,PASS
F29-P04-B,F29,F29-P04,baseline,89,trial-F29-P04-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,99.3931,3688.2578125,PASS
F29-P04-T,F29,F29-P04,treatment,89,trial-F29-P04-T,Msg1FDM,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,84.8212,3688.2578125,PASS
F29-P05-B,F29,F29-P05,baseline,131,trial-F29-P05-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.9212,3688.2578125,PASS
F29-P05-T,F29,F29-P05,treatment,131,trial-F29-P05-T,Msg1FDM,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.4609,3688.2578125,PASS
F29-P06-B,F29,F29-P06,baseline,197,trial-F29-P06-B,Msg1FDM,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.8907,3688.2578125,PASS
F29-P06-T,F29,F29-P06,treatment,197,trial-F29-P06-T,Msg1FDM,8,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.5863,3688.2578125,PASS
F30-P01-B,F30,F30-P01,baseline,11,trial-F30-P01-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.8568,3688.2265625,PASS
F30-P01-T,F30,F30-P01,treatment,11,trial-F30-P01-T,RAOccasionsPer10ms,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.4924,3688.2265625,PASS
F30-P02-B,F30,F30-P02,baseline,23,trial-F30-P02-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.4981,3688.2265625,PASS
F30-P02-T,F30,F30-P02,treatment,23,trial-F30-P02-T,RAOccasionsPer10ms,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.245,3688.2265625,PASS
F30-P03-B,F30,F30-P03,baseline,47,trial-F30-P03-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.5483,3688.2265625,PASS
F30-P03-T,F30,F30-P03,treatment,47,trial-F30-P03-T,RAOccasionsPer10ms,8,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.3057,3688.2265625,PASS
F30-P04-B,F30,F30-P04,baseline,89,trial-F30-P04-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.5078,3688.2265625,PASS
F30-P04-T,F30,F30-P04,treatment,89,trial-F30-P04-T,RAOccasionsPer10ms,16,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,82.4151,3688.2265625,PASS
F30-P05-B,F30,F30-P05,baseline,131,trial-F30-P05-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.8897,3688.2265625,PASS
F30-P05-T,F30,F30-P05,treatment,131,trial-F30-P05-T,RAOccasionsPer10ms,2,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,81.1894,3688.2265625,PASS
F30-P06-B,F30,F30-P06,baseline,197,trial-F30-P06-B,RAOccasionsPer10ms,1,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,89.9397,3688.2265625,PASS
F30-P06-T,F30,F30-P06,treatment,197,trial-F30-P06-T,RAOccasionsPer10ms,4,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,85.833,3688.2265625,PASS
F31-P01-B,F31,F31-P01,baseline,11,trial-F31-P01-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,92.1135,3688.2265625,PASS
F31-P01-T,F31,F31-P01,treatment,11,trial-F31-P01-T,SSBsPerRO,0.125,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,112.5961,3688.2265625,PASS
F31-P02-B,F31,F31-P02,baseline,23,trial-F31-P02-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,97.5858,3688.2265625,PASS
F31-P02-T,F31,F31-P02,treatment,23,trial-F31-P02-T,SSBsPerRO,0.25,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,99.9875,3688.2265625,PASS
F31-P03-B,F31,F31-P03,baseline,47,trial-F31-P03-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,108.168,3688.2265625,PASS
F31-P03-T,F31,F31-P03,treatment,47,trial-F31-P03-T,SSBsPerRO,0.5,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,104.4873,3688.2265625,PASS
F31-P04-B,F31,F31-P04,baseline,89,trial-F31-P04-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,105.4324,3688.2265625,PASS
F31-P04-T,F31,F31-P04,treatment,89,trial-F31-P04-T,SSBsPerRO,2,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,99.3331,3688.2265625,PASS
F31-P05-B,F31,F31-P05,baseline,131,trial-F31-P05-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,95.5069,3688.2265625,PASS
F31-P05-T,F31,F31-P05,treatment,131,trial-F31-P05-T,SSBsPerRO,4,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,95.0778,3688.2265625,PASS
F31-P06-B,F31,F31-P06,baseline,197,trial-F31-P06-B,SSBsPerRO,1,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,88.0501,3688.2265625,PASS
F31-P06-T,F31,F31-P06,treatment,197,trial-F31-P06-T,SSBsPerRO,8,B,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,86.0926,3688.2265625,PASS
F32-P01-B,F32,F32-P01,baseline,11,trial-F32-P01-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,127.3145,3688.2265625,PASS
F32-P01-T,F32,F32-P01,treatment,11,trial-F32-P01-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,79.2083,3688.2265625,PASS
F32-P02-B,F32,F32-P02,baseline,23,trial-F32-P02-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,70.9034,3688.2265625,PASS
F32-P02-T,F32,F32-P02,treatment,23,trial-F32-P02-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,70.749,3688.2265625,PASS
F32-P03-B,F32,F32-P03,baseline,47,trial-F32-P03-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,104.0973,3688.2265625,PASS
F32-P03-T,F32,F32-P03,treatment,47,trial-F32-P03-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.3482,3688.2265625,PASS
F32-P04-B,F32,F32-P04,baseline,89,trial-F32-P04-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,62.3062,3688.2265625,PASS
F32-P04-T,F32,F32-P04,treatment,89,trial-F32-P04-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,65.8532,3688.2265625,PASS
F32-P05-B,F32,F32-P05,baseline,131,trial-F32-P05-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,67.9236,3688.2265625,PASS
F32-P05-T,F32,F32-P05,treatment,131,trial-F32-P05-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,67.0293,3688.2265625,PASS
F32-P06-B,F32,F32-P06,baseline,197,trial-F32-P06-B,PreambleGroupMode,A_only,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,66.1171,3688.2265625,PASS
F32-P06-T,F32,F32-P06,treatment,197,trial-F32-P06-T,PreambleGroupMode,A_and_B,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,64.7905,3688.2265625,PASS
F33-P01-B,F33,F33-P01,baseline,11,trial-F33-P01-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,69.6627,3688.2265625,PASS
F33-P01-T,F33,F33-P01,treatment,11,trial-F33-P01-T,CBPreamblesPerSSB,4,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,68.5675,3688.2265625,PASS
F33-P02-B,F33,F33-P02,baseline,23,trial-F33-P02-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,132.8044,3688.2265625,PASS
F33-P02-T,F33,F33-P02,treatment,23,trial-F33-P02-T,CBPreamblesPerSSB,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,108.491,3688.2265625,PASS
F33-P03-B,F33,F33-P03,baseline,47,trial-F33-P03-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,72.5668,3688.2265625,PASS
F33-P03-T,F33,F33-P03,treatment,47,trial-F33-P03-T,CBPreamblesPerSSB,16,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,67.2754,3688.2265625,PASS
F33-P04-B,F33,F33-P04,baseline,89,trial-F33-P04-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,63.5265,3688.2265625,PASS
F33-P04-T,F33,F33-P04,treatment,89,trial-F33-P04-T,CBPreamblesPerSSB,32,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.3551,3688.2265625,PASS
F33-P05-B,F33,F33-P05,baseline,131,trial-F33-P05-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,60.4478,3688.2265625,PASS
F33-P05-T,F33,F33-P05,treatment,131,trial-F33-P05-T,CBPreamblesPerSSB,4,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.6975,3688.2265625,PASS
F33-P06-B,F33,F33-P06,baseline,197,trial-F33-P06-B,CBPreamblesPerSSB,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.499,3688.2265625,PASS
F33-P06-T,F33,F33-P06,treatment,197,trial-F33-P06-T,CBPreamblesPerSSB,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.4769,3688.2265625,PASS
F34-P01-B,F34,F34-P01,baseline,11,trial-F34-P01-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,65.3837,3688.2265625,PASS
F34-P01-T,F34,F34-P01,treatment,11,trial-F34-P01-T,NumContendingUEs,2,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,63.3976,3688.2265625,PASS
F34-P02-B,F34,F34-P02,baseline,23,trial-F34-P02-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.7323,3688.2265625,PASS
F34-P02-T,F34,F34-P02,treatment,23,trial-F34-P02-T,NumContendingUEs,4,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,60.15,3688.2265625,PASS
F34-P03-B,F34,F34-P03,baseline,47,trial-F34-P03-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.7472,3688.2265625,PASS
F34-P03-T,F34,F34-P03,treatment,47,trial-F34-P03-T,NumContendingUEs,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.8819,3688.2265625,PASS
F34-P04-B,F34,F34-P04,baseline,89,trial-F34-P04-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,63.2573,3688.2265625,PASS
F34-P04-T,F34,F34-P04,treatment,89,trial-F34-P04-T,NumContendingUEs,16,A,implemented_production_component,FOUR_STEP_RA,1,,20,0.004,61.2516,3688.2265625,PASS
F34-P05-B,F34,F34-P05,baseline,131,trial-F34-P05-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,60.6954,3688.2265625,PASS
F34-P05-T,F34,F34-P05,treatment,131,trial-F34-P05-T,NumContendingUEs,32,A,implemented_production_component,FOUR_STEP_RA,1,,30,0.006,61.6429,3688.03515625,PASS
F34-P06-B,F34,F34-P06,baseline,197,trial-F34-P06-B,NumContendingUEs,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,64.112,3688.01953125,PASS
F34-P06-T,F34,F34-P06,treatment,197,trial-F34-P06-T,NumContendingUEs,64,A,implemented_production_component,FOUR_STEP_RA,1,,40,0.008,62.2793,3688.01953125,PASS
F35-P01-B,F35,F35-P01,baseline,11,trial-F35-P01-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,4,3.98107170553497,62.0253,3689.01953125,PASS
F35-P01-T,F35,F35-P01,treatment,11,trial-F35-P01-T,PowerRampingStep_dB,0,A,implemented_production_component,POWER,1,,4,1,56.3798,3689.01953125,PASS
F35-P02-B,F35,F35-P02,baseline,23,trial-F35-P02-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,4,3.98107170553497,56.3566,3689.01953125,PASS
F35-P02-T,F35,F35-P02,treatment,23,trial-F35-P02-T,PowerRampingStep_dB,4,A,implemented_production_component,POWER,1,,4,15.8489319246111,56.0599,3689.01953125,PASS
F35-P03-B,F35,F35-P03,baseline,47,trial-F35-P03-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,4,3.98107170553497,61.7871,3689.01953125,PASS
F35-P03-T,F35,F35-P03,treatment,47,trial-F35-P03-T,PowerRampingStep_dB,6,A,implemented_production_component,POWER,1,,4,63.0957344480193,54.0279,3689.01953125,PASS
F35-P04-B,F35,F35-P04,baseline,89,trial-F35-P04-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,2,1.58489319246111,53.913,3689.01953125,PASS
F35-P04-T,F35,F35-P04,treatment,89,trial-F35-P04-T,PowerRampingStep_dB,0,A,implemented_production_component,POWER,1,,2,1,53.863,3689.01953125,PASS
F35-P05-B,F35,F35-P05,baseline,131,trial-F35-P05-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,4,3.98107170553497,53.6079,3689.01953125,PASS
F35-P05-T,F35,F35-P05,treatment,131,trial-F35-P05-T,PowerRampingStep_dB,4,A,implemented_production_component,POWER,1,,4,15.8489319246111,53.5519,3689.01953125,PASS
F35-P06-B,F35,F35-P06,baseline,197,trial-F35-P06-B,PowerRampingStep_dB,2,A,implemented_production_component,POWER,1,,2,1.58489319246111,57.8968,3689.01953125,PASS
F35-P06-T,F35,F35-P06,treatment,197,trial-F35-P06-T,PowerRampingStep_dB,6,A,implemented_production_component,POWER,1,,2,3.98107170553497,53.6555,3689.01953125,PASS
F36-P01-B,F36,F36-P01,baseline,11,trial-F36-P01-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,4,3.98107170553497,54.3159,3689.01953125,PASS
F36-P01-T,F36,F36-P01,treatment,11,trial-F36-P01-T,PreambleReceivedTargetPower_dBm,-120,A,implemented_production_component,POWER,1,,4,0.0398107170553497,53.4649,3689.01953125,PASS
F36-P02-B,F36,F36-P02,baseline,23,trial-F36-P02-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,4,3.98107170553497,53.3108,3689.01953125,PASS
F36-P02-T,F36,F36-P02,treatment,23,trial-F36-P02-T,PreambleReceivedTargetPower_dBm,-110,A,implemented_production_component,POWER,1,,4,0.398107170553497,53.4635,3689.01953125,PASS
F36-P03-B,F36,F36-P03,baseline,47,trial-F36-P03-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,4,3.98107170553497,53.6155,3689.01953125,PASS
F36-P03-T,F36,F36-P03,treatment,47,trial-F36-P03-T,PreambleReceivedTargetPower_dBm,-90,A,implemented_production_component,POWER,1,,4,39.8107170553497,56.3528,3689.01953125,PASS
F36-P04-B,F36,F36-P04,baseline,89,trial-F36-P04-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,2,1.58489319246111,54.9257,3689.01953125,PASS
F36-P04-T,F36,F36-P04,treatment,89,trial-F36-P04-T,PreambleReceivedTargetPower_dBm,-120,A,implemented_production_component,POWER,1,,2,0.0158489319246111,54.6004,3689.01953125,PASS
F36-P05-B,F36,F36-P05,baseline,131,trial-F36-P05-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,4,3.98107170553497,54.6368,3689.01953125,PASS
F36-P05-T,F36,F36-P05,treatment,131,trial-F36-P05-T,PreambleReceivedTargetPower_dBm,-110,A,implemented_production_component,POWER,1,,4,0.398107170553497,54.9392,3689.01953125,PASS
F36-P06-B,F36,F36-P06,baseline,197,trial-F36-P06-B,PreambleReceivedTargetPower_dBm,-100,A,implemented_production_component,POWER,1,,2,1.58489319246111,53.6639,3689.01953125,PASS
